,title,jobFunction,industry
294,Software Sales Specialist,"['Sales/Retail', 'IT/Software Development']","['Research', 'Computer Software']"
8780,Office Admin,['Administration'],['Marketing and Advertising']
2403,Senior Java Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer Networking', 'Computer Hardware']"
3998,BI Production Support Engineer,"['Quality', 'IT/Software Development']",['Computer Software']
3741,Senior Operations Supervisor,"['Logistics/Supply Chain', 'Operations/Management', 'Engineering - Other']","['Computer Software', 'Logistics and Supply Chain', 'Information Technology Services']"
10035,Mathematics Content Developer,"['Education/Teaching', 'Writing/Editorial']","['Education', 'E-Learning']"
2719,Advertising Account Manager,"['Marketing/PR/Advertising', 'Customer Service/Support', 'Sales/Retail']","['Marketing and Advertising', 'Publishing and Printing']"
10328,Sales Representative - Nasr City,['Sales/Retail'],"['Computer Software', 'Computer Games', 'Computer and Network Security']"
5150,Sales Engineer,"['Sales/Retail', 'Engineering - Mechanical/Electrical']",['Engineering Services']
2808,Specialist Java Developer,['IT/Software Development'],['Information Technology Services']
9017,Senior Quality Control Engineer,"['Quality', 'Engineering - Mechanical/Electrical']",['Manufacturing']
556,Senior Software Tester,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software', 'Computer Hardware']"
9715,Technical Writer,"['Writing/Editorial', 'IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
4795,Business Development Manager,"['Sales/Retail', 'Business Development']",['Marketing and Advertising']
2469,KICKSTART [Sales A Marketing] - GE/A.A,"['Business Development', 'Sales/Retail', 'Marketing/PR/Advertising']","['Marketing and Advertising', 'Market Research', 'Business Services - Other']"
3738,Android Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
4286,Product Manager - Security Solutions,['Business Development'],['Computer Software']
2604,Senior Web Designer,"['IT/Software Development', 'Creative/Design/Art']",['Information Technology Services']
362,Public Relations Representative - Females,"['Administration', 'Marketing/PR/Advertising']","['Engineering Services', 'Business Services - Other']"
6924,Software Project Manager / Business Analyst,"['Project/Program Management', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
1704,Office Manager And Customer Service Representative,"['Administration', 'Customer Service/Support']","['Engineering Services', 'Information Technology Services']"
2139,System Administrator (Windows),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
3239,Odoo Developer - Freelance/Part Time,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
2383,Junior Web Developer - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
7314,Entrepreneur Within Turkey | Project Management-GE-RS,"['Operations/Management', 'Project/Program Management']","['Management Consulting', 'Real Estate/Property Management', 'Waste Management']"
4311,Java Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
1312,Customer Service & Telesales Agent,"['Sales/Retail', 'Customer Service/Support']","['Manufacturing', 'Retail']"
3930,Sales Agent,['Sales/Retail'],['Marketing and Advertising']
6183,Business Development Associate,"['Business Development', 'Customer Service/Support', 'Sales/Retail']","['Internet/E-commerce', 'Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
1591,Technical Support Engineer,"['Engineering - Telecom/Technology', 'Customer Service/Support']",['Information Technology Services']
10211,Real Estate Sales Agent,['Sales/Retail'],['Real Estate/Property Management']
2162,System Engineer,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
2396,Sr. Mobile Cross Platform Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
317,Montessori Coordinator,['Education/Teaching'],"['Arts and Crafts', 'Education', 'E-Learning']"
5233,Sales Executive,['Sales/Retail'],"['Marketing and Advertising', 'Furniture']"
5068,PHP Laravel Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Marketing and Advertising', 'Information Technology Services']"
4036,Mechanical Engineer - Fire Fighting,['Engineering - Mechanical/Electrical'],['Engineering Services']
8987,Accounts Payable Accountant,['Accounting/Finance'],"['Real Estate/Property Management', 'Business Services - Other', 'Marketing and Advertising']"
3020,Sales Specialist,['Sales/Retail'],"['Computer Software', 'Research']"
8228,Sales Engineer,"['Sales/Retail', 'Engineering - Mechanical/Electrical']",['Manufacturing']
9105,Senior Graphic Designer,"['Creative/Design/Art', 'Marketing/PR/Advertising']",['Marketing and Advertising']
5295,Telesales Representative,"['Sales/Retail', 'Customer Service/Support']",['Real Estate/Property Management']
3972,Senior iOS Developer,['IT/Software Development'],"['Information Technology Services', 'Computer Software']"
5370,Senior Back-End Developer Node.js - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Information Technology Services']"
4133,Treasury Section Head - 10th of Ramadan City,['Accounting/Finance'],['Manufacturing']
974,English Teacher - Grade 4,['Education/Teaching'],['Education']
7291,Accountant,['Accounting/Finance'],['Engineering Services']
9175,Network Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
954,Indoor Sales Executive - Females Only,"['Sales/Retail', 'Customer Service/Support']",['Information Technology Services']
10124,Senior Web Designer UI/UX,"['Creative/Design/Art', 'IT/Software Development']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
5016,Recruitment Consultant,['Human Resources'],"['Human Resources', 'Computer Software', 'Information Technology Services']"
10580,Public Relations Specialist,['Marketing/PR/Advertising'],['Computer Software']
9179,Graphic Designer,['Creative/Design/Art'],"['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
7490,Senior Software Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
1640,Call Center Representative -Technical Support (French - English Speaker),['Customer Service/Support'],['Computer Software']
1290,Junior Property Consultant - Real Estate,['Sales/Retail'],['Marketing and Advertising']
1380,Accountant - Cairo,['Accounting/Finance'],['Engineering Services']
1933,React Native Mobile App Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Entertainment', 'Information Technology Services']"
4675,Senior Commercial Sales & Retail Specialist,['Sales/Retail'],['Construction - Residential & Commercial/Office']
892,Software Sales Manager - French Speaker,"['IT/Software Development', 'Sales/Retail']",['Information Technology Services']
7287,Back End Developer - REST to GraphQL Project - NodeJS,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
4876,Social Media Specialist - Alexandria,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Computer Software', 'Internet/E-commerce', 'Information Technology Services']"
7906,Outdoor Sales Executive,['Sales/Retail'],['Information Technology Services']
8194,Junior Front End Web Developer - Angular,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Real Estate/Property Management']"
10203,Senior iOS Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Graphic Design', 'Information Technology Services']"
9041,Python / Django Senior Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'E-Learning', 'Research']"
2466,Digital Marketing Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']",['Real Estate/Property Management']
7657,Front Desk Officer,['Administration'],['Construction - Residential & Commercial/Office']
1913,Senior QC Engineer - Software Tester,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Computer Software', 'Information Technology Services']"
2736,Marketing Manager,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']","['Broadcasting and Film', 'Architectural and Design Services', 'Marketing and Advertising']"
726,UX Designer In India - GT,"['Creative/Design/Art', 'IT/Software Development']","['Non-Profit Organizations', 'Graphic Design', 'Computer Software']"
7214,Full Time Translator - Tanta,['Writing/Editorial'],['Computer Software']
8245,System Analyst - Alexandria,"['Analyst/Research', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Human Resources']"
1796,Sales & Marketing Analyst,"['Analyst/Research', 'Marketing/PR/Advertising', 'Sales/Retail']","['Market Research', 'Real Estate/Property Management', 'Internet/E-commerce']"
3845,E-commerce Manager,"['Sales/Retail', 'Business Development', 'Marketing/PR/Advertising']","['Computer and Network Security', 'Telecommunications', 'Information Technology Services']"
6402,Customer Service Agent,['Customer Service/Support'],['Marketing and Advertising']
936,Customer Success Manager (E - Pharmacy),"['Pharmaceutical', 'Project/Program Management']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
2265,3D BIM Infrastructural Engineer,['Engineering - Construction/Civil/Architecture'],['Engineering Services']
824,Senior Front-End Software Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
7274,Receptionist,"['Customer Service/Support', 'Administration']",['Healthcare and Medical Services']
1389,Senior PHP Developer - Alexandria,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
3564,Network Admin,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
9076,Senior Oracle Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Business Services - Other']"
5429,Senior Network Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
7827,Merchandiser - Knitting,"['Fashion', 'Logistics/Supply Chain', 'Purchasing/Procurement']","['Textile and Clothing', 'Retail', 'Manufacturing']"
5690,System Administrator (Linux),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
7878,Senior SharePoint Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Telecommunications']"
1868,Customer Relations Executive - AFGRE - Cairo Festival City,['Customer Service/Support'],"['Construction - Residential & Commercial/Office', 'Real Estate/Property Management', 'Retail']"
8202,Human Resources Business Partner,"['Administration', 'Human Resources']","['Manufacturing', 'Plastics']"
7486,English Instructor Adults - 6th Of October (Part Time),"['Education/Teaching', 'Training/Instructor']",['Education']
806,Property Consultant,['Sales/Retail'],"['Real Estate/Property Management', 'Marketing and Advertising']"
4805,Junior Java Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Medical Devices and Supplies', 'Healthcare and Medical Services']"
9608,Project-Based English Instructor WFP at the ASU (Graduates only),"['Education/Teaching', 'Training/Instructor']",['Education']
9958,Senior PHP Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
9155,Senior Front-End Developer (Angular),"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer and Network Security']"
7511,Junior Sales Representative - Real Estate,"['Sales/Retail', 'Customer Service/Support']",['Real Estate/Property Management']
8056,Enterprise Content Management (ECM) Development Lead,"['IT/Software Development', 'Writing/Editorial', 'Project/Program Management']",['Information Technology Services']
4494,Project Manager’s Assistant - Alexandria,"['Project/Program Management', 'Engineering - Construction/Civil/Architecture', 'Administration']","['Real Estate/Property Management', 'Engineering Services']"
2632,Project Manager/Scrum Master,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Project/Program Management']","['Computer and Network Security', 'Computer Software']"
9688,Account Manager,"['Customer Service/Support', 'Marketing/PR/Advertising']",['Marketing and Advertising']
8896,Production Engineer,"['Manufacturing/Production', 'Engineering - Other']","['Manufacturing', 'Construction - Industrial Facilities and Infrastructure']"
8623,Purchasing Specialist,['Purchasing/Procurement'],['Education']
7832,Physiotherapist,['Medical/Healthcare'],['Healthcare and Medical Services']
4388,IBM BPM/ODM Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
145,Finance Manager,['Accounting/Finance'],['Engineering Services']
6467,Service Desk Specialist,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Customer Service/Support']","['Information Technology Services', 'Computer and Network Security', 'Computer Hardware']"
2033,Testing Engineer,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Energy and Utilities', 'Electronics and Semiconductors', 'Manufacturing']"
9931,Special Needs Education Coordinator,"['Education/Teaching', 'Administration']",['Education']
1165,Testing Automation Engineer (CHS)2020,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']","['Computer Software', 'Information Technology Services']"
2050,Secretary - French Speaker,['Administration'],['Education']
3760,3D BIM MEP \ Architectural Draftsman,['Engineering - Construction/Civil/Architecture'],['Engineering Services']
4435,Electrical / Mechanical Power Engineer,['Engineering - Mechanical/Electrical'],['Engineering Services']
3430,Social Media & Analysis Intern,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Analyst/Research']","['Business Services - Other', 'Information Technology Services', 'Marketing and Advertising']"
8190,Senior SQL Server Administrator,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Computer and Network Security', 'Computer Hardware']"
9531,Medical Sales Representative - Alexandria,"['Medical/Healthcare', 'Sales/Retail']",['Healthcare and Medical Services']
7069,Procurement/Purchasing Specialist,['Purchasing/Procurement'],"['Information Technology Services', 'Computer Hardware', 'Computer Software']"
4361,Sales Admin,['Sales/Retail'],['Real Estate/Property Management']
9454,Executive Coordinator - Assiut,['Administration'],"['Information Technology Services', 'Telecommunications']"
1771,Senior Sales Representative,"['Sales/Retail', 'Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Marketing and Advertising']
3511,BackEnd Engineer Egypt,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
271,Real Estate Property Consultant,['Sales/Retail'],['Real Estate/Property Management']
8436,Software Testing / Quality Control Engineer - Mansoura,"['Quality', 'Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
2032,English Teacher - British System,['Education/Teaching'],['Education']
9005,Business Development Intern,['Business Development'],"['Computer Software', 'Information Technology Services']"
10512,Senior Angular Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Travel and Tourism', 'Information Technology Services']"
3810,Business Analyst / Project Manager,"['Analyst/Research', 'Project/Program Management']","['Information Technology Services', 'Marketing and Advertising', 'Computer Software']"
4346,Dental Clinic Coordinator,['Medical/Healthcare'],"['Health, Wellness and Fitness', 'Healthcare and Medical Services']"
545,.NET Team Lead,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
3241,Outdoor Sales Executive - Cairo,"['Business Development', 'Sales/Retail', 'Customer Service/Support']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
8930,Senior .Net Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Business Services - Other']"
8502,DevOps Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
9323,Content Coordinator,"['Creative/Design/Art', 'Media/Journalism/Publishing']","['Telecommunications', 'Information Technology Services', 'Music']"
10779,Senior Software QC Engineer,"['Quality', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Education']"
7564,Software Testing Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Information Technology Services', 'Computer Software']"
920,Odoo Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
9921,Data Entry Agent,['Analyst/Research'],"['Higher Education', 'Computer Software', 'Human Resources']"
6640,Back Up IT Engineer,"['Installation/Maintenance/Repair', 'IT/Software Development']","['Outsourcing/Offshoring', 'Information Technology Services']"
7694,Sales Engineer,"['Sales/Retail', 'Engineering - Construction/Civil/Architecture']","['Accounting and Auditing Services', 'Manufacturing']"
8230,Software Quality Control Specialist,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Quality']","['Computer Software', 'Information Technology Services']"
7126,Social Media Manager,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Education', 'Airlines/Aviation', 'Training and Coaching']"
4278,Senior Infrastructure Engineer,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']",['Information Technology Services']
2983,Account Executive (Advertising),"['Marketing/PR/Advertising', 'Sales/Retail']",['Marketing and Advertising']
130,Senior ERP Consultant,"['Accounting/Finance', 'IT/Software Development']",['Computer Software']
7980,Duty Manager,"['Operations/Management', 'Medical/Healthcare']",['Healthcare and Medical Services']
2667,Reporting and Analytics Data Specialist,"['Analyst/Research', 'Engineering - Other']","['Real Estate/Property Management', 'Information Technology Services', 'Financial Services']"
7138,Sales Agent,['nan'],"['Architectural and Design Services', 'Furniture', 'Construction - Residential & Commercial/Office']"
3223,Software Implementer (Sales Buzz),"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
9374,Product Specialist,"['Pharmaceutical', 'Sales/Retail']","['Internet/E-commerce', 'Information Technology Services', 'Healthcare and Medical Services']"
7693,Chief Accountant,['Accounting/Finance'],"['Banking', 'Information Technology Services', 'Manufacturing']"
5392,Chief Accountant,['Accounting/Finance'],['Education']
614,Database Administrator,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer and Network Security']"
10763,Sales Specialist,['Sales/Retail'],['Healthcare and Medical Services']
1466,Human Resources Manager,['Human Resources'],"['Engineering Services', 'Information Technology Services']"
4497,Learning Support Teacher,['Education/Teaching'],['Education']
3042,Recruitment Consultant,['Human Resources'],"['Computer Software', 'Human Resources', 'Information Technology Services']"
9126,IT Engineer/System Administrator,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
2419,Sales Team Leader - Alexandria,['Sales/Retail'],"['Marketing and Advertising', 'Computer Software']"
5085,Accountant,['Accounting/Finance'],"['Apparel and Fashion', 'Information Technology Services', 'Engineering Services']"
3294,Mold Machining Engineer,"['Creative/Design/Art', 'Engineering - Mechanical/Electrical']","['Engineering Services', 'Manufacturing']"
6737,Application Support Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Marketing and Advertising', 'Information Technology Services']"
1500,Account Manager,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising', 'Sales/Retail']","['Marketing and Advertising', 'Computer Software']"
9018,Medical Advisor - Alexandria,['Medical/Healthcare'],"['Marketing and Advertising', 'Healthcare and Medical Services', 'Pharmaceuticals']"
1521,Senior .NET Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
9920,WebMethods Developer - Saudi Arabia,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
4232,Preschool English Teacher - Sheraton,['Education/Teaching'],['Education']
7686,System Engineer,"['IT/Software Development', 'Installation/Maintenance/Repair', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer and Network Security']"
8820,HR Generalist,"['Sales/Retail', 'Customer Service/Support']",['Information Technology Services']
4430,Account Executive (Advertising),"['Marketing/PR/Advertising', 'Sales/Retail']",['Marketing and Advertising']
390,Administrator,['Administration'],['Marketing and Advertising']
10717,Full Stack Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Business Services - Other', 'Information Technology Services']"
7124,Sales Coordinator,"['Sales/Retail', 'Administration']",['Healthcare and Medical Services']
5913,System Administrator,"['Installation/Maintenance/Repair', 'Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer and Network Security', 'Computer Software']"
8592,Drupal Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software', 'Information Technology Services']"
4806,Social Media Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
9745,Outdoor Software Sales Representative,"['IT/Software Development', 'Sales/Retail']","['Internet/E-commerce', 'Marketing and Advertising', 'Computer Software']"
8238,Biomedical Sales Engineer - Assiut,"['Sales/Retail', 'Engineering - Mechanical/Electrical', 'Engineering - Other']","['Medical Devices and Supplies', 'Engineering Services']"
8044,Property Sales Consultant,['Sales/Retail'],['Real Estate/Property Management']
10635,Lead Front-End Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
3993,IT Officer,"['Installation/Maintenance/Repair', 'IT/Software Development']","['Manufacturing', 'Plastics']"
10389,Senior Social Media Specialist,"['Media/Journalism/Publishing', 'Marketing/PR/Advertising']",['Computer Software']
6609,Medical Call Center Approval Doctor/ Pharmacist,"['Medical/Healthcare', 'Pharmaceutical', 'Customer Service/Support']","['Insurance', 'Healthcare and Medical Services']"
5319,Testing Manager,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
10698,Sales Representative,['Sales/Retail'],"['Manufacturing', 'Food and Beverage Production', 'Dairy']"
7119,iOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
2421,Senior Project Manager,['Project/Program Management'],"['Information Technology Services', 'Electronics and Semiconductors']"
5604,Software Engineering Manager,"['Operations/Management', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Healthcare and Medical Services', 'Internet/E-commerce', 'Information Technology Services']"
1750,Art Director,['Creative/Design/Art'],['Marketing and Advertising']
9811,Full Stack Web Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Information Technology Services']
10568,Application Support Engineer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Customer Service/Support']","['Internet/E-commerce', 'Information Technology Services', 'Computer Software']"
338,Senior QC Tester,"['Quality', 'IT/Software Development']",['Computer Software']
8407,Trainer,['Training/Instructor'],['Education']
1341,Sales Representative,"['Customer Service/Support', 'Sales/Retail']",['Information Technology Services']
10382,Receptionist,"['Administration', 'Customer Service/Support']","['Health, Wellness and Fitness', 'Healthcare and Medical Services']"
7982,CEO Personal Assistant,['Administration'],"['Business Services - Other', 'Marketing and Advertising']"
3640,Accountant,['Accounting/Finance'],"['Manufacturing', 'Pharmaceuticals']"
329,"Technical Pre-Sales Engineer - LC Systems (A/V, PA, IPTV)","['Sales/Retail', 'Engineering - Telecom/Technology']","['Telecommunications', 'Information Technology Services']"
9612,IT Project Coordinator,"['Project/Program Management', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Management Consulting', 'Computer Networking', 'Information Technology Services']"
3004,Sales Representative,['Sales/Retail'],"['Education', 'Healthcare and Medical Services', 'Computer Software']"
6960,Outdoor Sales Executive - Maadi/Nasr City Branches,"['Customer Service/Support', 'Sales/Retail']",['Marketing and Advertising']
4090,Digital Account Executive,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Marketing and Advertising', 'Media Production']"
2322,Creative 3D Designer,"['Marketing/PR/Advertising', 'Creative/Design/Art']",['Marketing and Advertising']
6667,Junior SharePoint Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Internet/E-commerce', 'Computer Software', 'Telecommunications']"
7009,Library Assistant - French Speaker,['Administration'],['Education']
4197,Data Scientist,"['Analyst/Research', 'Engineering - Telecom/Technology']","['Computer Software', 'FMCG']"
3549,IOS Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Computer Software']
8363,Mobile Team Leader Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer Software', 'Information Technology Services']"
4203,Software Product Manager,"['Business Development', 'IT/Software Development', 'Analyst/Research']",['Information Technology Services']
10128,Front and Reception Officer / Nasr City,"['Administration', 'Customer Service/Support']",['Education']
9727,Electronics / Hardware Design Engineer,"['Engineering - Telecom/Technology', 'Manufacturing/Production', 'Creative/Design/Art']",['Information Technology Services']
6185,System Administrator,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Installation/Maintenance/Repair']","['Computer and Network Security', 'Computer Software', 'Information Technology Services']"
1639,Property Sales Consultant,['Sales/Retail'],['Real Estate/Property Management']
9130,IT Manager,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Manufacturing']
60,English - Arabic Translator,['Writing/Editorial'],"['Information Technology Services', 'Media Production', 'Marketing and Advertising']"
1240,Senior QC Software Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Quality']",['Computer Software']
5760,Costing & Budgeting Officer,['Accounting/Finance'],"['Engineering Services', 'Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
5136,Customer Service Engineer - Alexandria,"['Engineering - Construction/Civil/Architecture', 'Customer Service/Support']",['Real Estate/Property Management']
2343,Microsoft SQL Server Database Administrator,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Information Technology Services', 'Computer Software']"
2120,UI/UX Design Intern,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer and Network Security', 'Computer Software']"
1524,Senior Instructional Designer,"['Engineering - Telecom/Technology', 'IT/Software Development', 'Creative/Design/Art']","['Computer Software', 'Information Technology Services']"
7617,Junior Accountant,['Accounting/Finance'],['Education']
153,Content Creator - Indonesia #1 | ScaleUP -GE -RS,"['Writing/Editorial', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Graphic Design', 'Marketing and Advertising', 'Capital Markets']"
481,Customer Service Specialist,['Customer Service/Support'],"['Real Estate/Property Management', 'Internet/E-commerce', 'Health, Wellness and Fitness']"
6122,Senior PHP Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Computer Software']
7674,Social Media Specialist,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing']","['Real Estate/Property Management', 'Marketing and Advertising']"
7101,Graphic Designer - Alexandria,['Creative/Design/Art'],['Marketing and Advertising']
1762,WordPress Web Developer,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
8942,Senior Medical Copywriter/Translator - Alexandria,"['Writing/Editorial', 'Medical/Healthcare', 'Media/Journalism/Publishing']","['Pharmaceuticals', 'Marketing and Advertising', 'Healthcare and Medical Services']"
7715,Sales Account Manager ( Hardware- Software ),"['Engineering - Telecom/Technology', 'Sales/Retail']",['Information Technology Services']
9880,Senior Property Consultant,"['Sales/Retail', 'Customer Service/Support']",['Real Estate/Property Management']
7479,Design Electrical Engineer,"['Engineering - Mechanical/Electrical', 'Creative/Design/Art']","['Construction - Residential & Commercial/Office', 'Engineering Services']"
6212,Sales Representative - Real Estate,['Sales/Retail'],['Real Estate/Property Management']
4853,Property Consultant,"['Customer Service/Support', 'Sales/Retail']",['Real Estate/Property Management']
2711,Mathematics Teacher - British System,['Education/Teaching'],['Education']
6766,Hardware Engineer,"['Engineering - Telecom/Technology', 'IT/Software Development']",['Manufacturing']
4150,Telemarketing Specialist,"['Marketing/PR/Advertising', 'Customer Service/Support']",['Information Technology Services']
1333,Senior Java Developer - Part Time,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Software', 'Information Technology Services']"
10234,Administrative Assistant,['Administration'],['Information Technology Services']
8378,UI/UX Designer,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Creative/Design/Art']","['Computer Games', 'Computer Software']"
9328,Sales Representative,['Sales/Retail'],['Marketing and Advertising']
10213,English Language Teacher,"['Education/Teaching', 'Training/Instructor']","['Training and Coaching', 'Education']"
10557,UI/UX Design Intern,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Computer Networking', 'Computer and Network Security', 'Computer Software']"
9924,SAP Success Factor Senior Consultant,"['IT/Software Development', 'Engineering - Telecom/Technology']",['Information Technology Services']
3850,Full Stack Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Computer Software', 'Information Technology Services']"
8340,Plant (Factory Manager) - Port Said,"['Operations/Management', 'Engineering - Mechanical/Electrical', 'Manufacturing/Production']",['Engineering Services']
4124,Junior Administration / Facilities - مسئول إداري,"['Purchasing/Procurement', 'Administration']","['Real Estate/Property Management', 'Construction - Residential & Commercial/Office']"
9755,Senior Instrumentation Engineer,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical']",['Information Technology Services']
4788,Soft Skills Trainer,['Training/Instructor'],"['E-Learning', 'Training and Coaching', 'Education']"
2866,PHP Laravel Full Stack Developer,"['Engineering - Telecom/Technology', 'IT/Software Development']","['Information Technology Services', 'Computer Software']"
